0,0,1,1,0,7,1,0,0,0,66,10,0
0,0,1,3,1,4,1,0,0,0,76,10,0
0,0,1,4,2,4,2,0,0,0,54,10,0
0,0,0,5,1,1,1,0,0,0,68,10,0
0,0,0,1,0,6,2,0,0,0,68,10,0
0,0,1,2,1,0,2,0,1,0,72,10,0
0,0,1,0,1,2,2,0,0,0,71,10,0
0,0,0,7,2,2,1,0,0,0,74,10,0
0,0,1,0,1,7,2,0,0,0,73,10,0
0,0,0,0,2,3,1,0,0,0,78,10,0
0,0,1,2,0,4,2,0,0,0,76,10,0
0,0,0,1,2,5,1,0,0,0,71,10,0
0,0,1,0,1,2,2,0,0,0,67,1,2
0,0,0,9,1,6,1,0,0,0,66,10,0
0,0,0,10,1,6,2,0,0,0,70,6,0
0,0,0,2,0,9,2,0,0,0,70,10,0
0,0,0,7,2,2,1,0,0,0,65,10,2
0,1,0,7,2,2,1,1,0,0,65,10,0
0,0,0,11,1,7,2,0,0,0,68,7,0
0,0,0,7,2,1,1,0,0,0,72,10,0
0,0,0,2,1,6,2,0,0,0,78,10,0
0,0,0,7,0,1,1,0,0,0,60,4,2
0,0,0,10,2,7,2,0,0,0,53,7,0
0,0,1,0,0,0,1,0,0,0,81,10,0
0,0,0,5,0,9,2,0,0,0,62,10,0
0,0,0,10,0,6,2,0,1,0,61,2,0
0,0,0,7,1,5,1,0,0,0,71,10,0
0,0,1,10,1,5,2,0,1,0,69,10,0
0,1,0,4,1,4,2,1,0,0,81,10,2
0,0,1,0,2,1,1,0,1,0,67,5,0
0,0,1,3,2,0,1,0,0,1,53,6,2
0,1,1,3,2,0,1,1,0,1,53,6,0
0,0,0,9,1,5,1,0,0,0,80,10,0
0,0,0,9,1,0,2,0,3,0,48,7,2
0,1,0,9,1,0,2,1,2,0,48,7,0
0,0,1,6,1,4,1,0,0,0,73,10,0
0,0,0,9,0,3,2,0,1,0,54,4,0
0,0,1,4,1,7,2,0,0,1,50,5,1
0,1,0,6,2,3,2,1,1,0,68,10,0
0,0,1,6,2,1,2,0,0,0,52,1,2
0,0,1,2,1,6,1,0,0,1,79,10,2
0,0,1,12,1,1,2,0,1,0,50,2,0
0,0,1,10,1,7,1,0,0,0,79,10,0
0,0,1,0,2,2,2,0,0,0,78,10,2
0,1,1,0,2,2,2,1,1,0,78,10,0
0,0,1,9,1,0,2,0,0,0,70,10,0
0,0,0,10,1,5,1,0,0,0,68,10,2
0,0,0,1,1,2,2,0,0,0,71,4,0
0,0,0,0,0,0,0,0,0,0,80,10,0
0,0,0,2,0,2,1,0,0,0,78,10,0
0,0,0,9,1,6,2,0,1,0,53,10,0
0,0,1,9,1,1,1,0,1,0,76,4,2
0,0,1,9,1,3,2,0,0,0,54,10,0
0,0,0,1,0,6,1,0,0,0,76,10,0
0,0,0,11,1,2,1,0,1,0,71,10,2
0,0,1,9,2,0,2,0,0,0,68,10,0
0,0,0,12,2,4,1,0,0,0,54,5,0
0,0,0,9,0,1,1,0,0,0,72,10,0
0,0,0,12,0,3,2,0,0,0,72,2,0
0,0,0,10,2,4,2,0,0,0,61,4,0
0,0,0,4,1,7,2,0,0,0,66,6,0
0,0,0,10,1,4,2,0,0,0,78,10,0
0,0,0,12,1,5,2,0,2,0,67,10,0
0,0,0,11,1,0,2,0,2,0,57,10,2
0,1,0,11,1,0,2,1,1,0,57,10,0
0,0,0,1,3,0,2,0,0,0,78,7,0
0,0,0,0,0,0,1,0,0,0,78,10,0
0,0,1,10,0,3,1,0,0,0,58,10,1
0,0,0,12,0,7,1,0,0,0,77,6,0
0,0,0,9,1,0,1,0,0,0,55,10,0
0,0,0,2,2,7,2,0,0,0,78,10,0
0,0,1,4,2,6,2,0,0,0,58,8,0
0,1,1,12,1,1,1,1,1,0,57,4,2
0,0,0,10,1,7,1,0,0,0,71,10,0
0,0,0,0,1,6,2,0,1,0,43,1,2
0,1,0,0,1,6,2,1,1,0,43,1,1
0,0,1,3,1,3,2,0,0,0,67,10,2
0,1,1,3,1,3,2,1,1,0,67,10,2
0,0,0,12,2,5,2,0,0,0,79,10,0
0,0,1,1,1,6,2,0,1,0,73,4,0
0,0,0,9,1,6,1,0,0,0,60,10,0
0,0,0,0,1,0,2,0,1,0,67,4,0
0,0,0,3,1,0,1,0,0,0,83,10,0
0,0,0,3,1,0,2,0,0,0,52,8,0
0,0,0,3,1,5,1,0,2,0,79,7,1
5,3,0,3,1,5,1,0,1,0,79,10,0
0,0,1,0,1,5,2,0,0,0,58,5,1
0,0,0,2,1,2,2,0,0,0,64,1,1
0,0,0,4,1,2,2,0,1,1,78,10,0
0,0,0,4,1,4,1,0,1,0,58,9,0
0,0,0,0,1,0,1,0,0,0,82,10,0
0,0,0,4,1,2,2,0,0,0,60,10,0
0,0,0,9,1,3,0,0,1,0,59,10,0
0,0,0,7,1,0,2,0,0,0,61,2,0
0,0,1,0,0,1,2,0,1,0,66,10,0
0,0,1,10,1,4,2,0,0,0,78,10,0
0,0,0,0,0,5,1,0,0,0,80,10,0
0,0,1,0,1,3,1,0,0,0,74,10,0
0,0,0,1,1,7,2,0,1,0,65,3,0
0,0,0,1,0,1,2,0,0,0,74,6,0
0,0,1,12,1,4,2,0,1,0,53,3,1
0,0,0,0,1,0,2,0,1,0,68,10,0
0,0,0,6,1,1,2,0,0,0,49,3,0
0,0,0,0,2,5,2,0,1,0,64,2,1
0,0,0,11,0,9,2,0,0,0,60,8,0
0,0,0,8,0,2,1,0,1,0,78,10,0
0,0,0,0,1,4,2,0,1,0,82,5,0
0,0,0,2,0,1,1,0,0,0,73,7,0
0,0,0,0,2,2,1,0,0,0,69,8,1
0,0,1,12,1,9,2,0,1,0,56,8,0
0,0,0,9,0,5,2,0,0,0,76,10,0
0,0,1,9,1,4,2,0,1,1,50,4,0
0,0,0,5,0,4,1,0,1,0,55,2,1
0,0,0,11,2,9,2,0,1,0,66,6,0
0,0,1,7,1,1,1,0,0,0,72,10,0
0,0,0,10,1,1,2,0,0,0,67,10,0
0,0,0,11,1,0,2,0,1,0,75,5,0
0,0,0,11,1,2,2,0,1,0,68,9,0
0,0,1,12,2,1,1,0,0,0,63,6,0
0,0,0,1,1,9,2,0,0,0,68,9,2
0,1,0,1,1,9,2,1,0,0,68,9,0
0,0,0,4,1,2,2,0,1,0,45,3,1
0,0,0,2,1,3,2,0,0,0,74,8,0
0,0,0,11,0,4,2,0,1,0,61,9,0
0,0,0,9,2,4,1,0,0,0,72,10,0
0,0,0,5,2,7,1,0,1,0,43,5,0
0,0,0,6,1,7,2,0,1,0,77,10,0
0,0,0,11,1,4,2,0,1,0,76,8,0
0,0,0,4,0,9,1,0,0,0,59,10,2
0,0,0,1,1,5,2,0,0,1,76,3,1
0,0,1,2,1,2,2,0,0,0,58,4,0
0,0,1,3,1,2,2,0,1,0,59,6,0
0,0,0,3,0,0,1,0,0,0,79,8,2
0,1,0,3,0,0,1,1,0,0,79,8,2
0,0,1,9,1,7,2,0,0,0,70,10,0
0,0,0,3,0,1,2,0,1,0,66,9,0
0,0,0,2,0,1,1,0,0,0,73,9,0
0,0,0,3,0,0,2,0,1,0,72,5,0
0,0,0,3,0,3,2,0,0,0,72,9,0
0,0,0,4,0,1,2,0,1,0,59,2,1
0,0,1,1,0,6,2,0,0,0,81,4,2
0,0,0,8,0,0,2,0,1,0,71,10,0
0,0,0,9,1,0,2,0,1,0,82,10,0
0,0,0,7,0,0,0,0,1,0,66,10,0
0,0,0,4,1,3,0,0,1,0,80,10,0
0,0,1,7,2,4,0,0,1,0,65,10,2
0,0,0,7,2,2,0,0,0,0,72,10,0
0,0,0,4,1,3,0,0,0,0,81,10,0
0,0,1,9,1,4,1,0,0,0,61,10,0
0,0,1,0,1,5,1,0,0,0,72,8,0
0,0,0,9,1,1,1,0,1,0,59,10,2
0,0,0,7,0,0,1,0,0,0,56,10,0
0,0,0,1,0,1,0,0,0,0,82,10,0
0,1,0,11,1,7,1,1,0,0,68,10,0
0,0,0,4,1,2,1,0,0,0,35,2,1
0,0,1,10,0,6,1,0,0,0,75,9,0
0,0,0,9,1,0,1,0,0,0,63,10,2
0,1,0,9,1,0,1,1,0,0,63,10,2
0,0,1,0,2,5,1,0,0,1,61,10,1
0,1,1,0,2,5,1,1,0,1,61,10,0
0,0,0,12,1,2,1,0,0,0,61,10,0
0,0,0,12,2,0,1,0,0,0,79,7,0
0,0,0,7,0,0,1,0,0,0,77,9,1
0,0,0,2,1,3,1,0,0,0,84,10,0
0,0,0,4,1,6,1,0,0,0,85,10,0
0,0,1,2,2,4,1,0,0,0,68,6,2
0,0,1,1,0,5,1,0,0,0,78,10,0
0,0,0,0,1,3,1,0,0,0,83,10,0
0,0,0,7,2,6,1,0,0,0,61,10,2
0,0,0,9,2,5,1,0,0,0,71,10,0
0,0,1,7,1,2,1,0,0,1,73,9,0
0,0,1,10,1,1,2,0,0,0,70,10,0
0,0,0,7,1,0,1,0,0,0,73,10,0
0,0,1,0,2,5,1,0,1,1,53,4,0
0,0,0,4,2,9,1,0,0,0,83,10,2
0,1,0,4,2,9,1,1,1,0,83,10,0
0,0,0,8,2,4,1,0,1,0,67,10,0
0,0,1,0,1,0,2,0,0,1,76,10,0
0,0,0,2,2,6,1,0,0,0,78,5,0
0,0,1,9,2,2,1,0,0,0,66,10,0
0,0,1,0,1,3,2,0,0,0,61,10,1
0,0,0,12,1,6,1,0,3,1,35,10,2
0,0,1,12,2,6,1,0,0,0,58,10,2
0,1,1,12,2,6,1,1,0,0,58,10,1
0,0,1,7,1,0,1,0,0,0,69,10,0
0,0,1,4,1,9,2,0,1,0,67,6,0
0,0,1,9,2,4,1,0,0,0,59,10,1
0,0,1,2,2,1,1,0,0,0,82,10,0
0,1,0,12,1,4,1,1,0,0,66,10,0
0,0,0,2,0,7,0,0,0,0,70,10,0
0,0,1,4,2,1,2,0,0,1,73,10,0
0,0,1,11,1,6,1,0,0,0,69,10,0
0,0,1,0,1,4,1,0,0,0,67,10,0
0,0,1,2,0,6,1,0,0,0,75,10,0
0,0,0,1,1,7,2,0,0,0,71,10,0
0,0,1,7,1,1,1,0,1,0,54,10,2
0,0,1,10,1,7,2,0,0,0,83,10,0
0,0,0,7,2,6,1,0,0,0,51,3,0
0,0,0,7,1,0,2,0,1,0,61,3,0
0,0,1,10,0,7,1,0,0,0,32,10,2
0,0,1,0,2,5,1,0,1,0,57,5,0
0,0,1,12,2,5,2,0,0,0,80,5,0
0,0,0,11,2,7,1,0,0,0,73,10,1
0,1,1,0,1,2,2,1,0,0,69,10,0
0,0,1,12,2,2,1,0,0,0,50,10,0
0,0,1,10,1,7,2,0,1,0,73,7,0
0,0,1,7,1,1,2,0,1,0,46,5,1
0,0,0,1,0,7,2,0,1,0,80,10,2
0,0,0,9,2,4,1,0,0,0,82,10,0
0,0,1,7,1,1,1,0,0,0,77,10,0
0,0,1,6,1,6,2,0,0,0,74,10,0
0,0,0,1,2,1,1,0,1,0,24,1,1
0,0,0,7,2,1,1,0,1,0,70,10,0
0,0,0,12,2,1,1,0,0,0,90,10,0
0,0,0,1,0,0,0,0,0,0,78,10,0
0,0,0,7,0,2,0,0,0,0,56,9,1
0,0,1,1,0,4,0,0,0,0,67,10,2
0,0,0,2,1,5,2,0,0,0,79,3,0
0,0,0,5,2,1,1,0,0,0,75,10,0
0,0,0,7,2,0,2,0,1,0,55,10,0
0,0,1,0,0,0,2,0,1,0,73,10,0
0,0,1,2,2,5,2,0,2,0,77,10,0
0,0,0,3,0,5,1,0,0,0,79,10,0
0,0,0,10,1,0,2,0,0,0,76,10,0
0,0,0,2,1,7,0,0,1,0,61,4,0
0,0,1,2,0,3,1,0,0,0,78,10,0
0,0,0,7,0,0,0,0,0,0,80,10,0
0,0,1,7,2,0,2,0,0,0,64,10,0
0,0,1,7,0,1,1,0,1,0,53,5,2
0,0,1,7,0,0,1,0,0,0,80,10,0
0,0,0,11,0,1,0,0,0,0,81,10,0
0,0,0,9,2,6,2,0,0,0,71,6,0
0,0,0,0,1,2,2,0,0,0,65,2,0
0,0,1,7,1,1,2,0,0,0,71,10,0
0,0,1,7,1,0,1,0,0,0,71,10,0
0,1,0,7,1,0,2,1,0,0,71,4,0
0,0,0,11,2,2,1,0,0,0,70,10,0
0,0,0,2,1,2,2,0,0,0,64,2,2
0,1,0,2,1,2,1,1,0,0,64,2,1
0,0,1,0,2,1,1,0,0,0,73,10,0
0,0,1,9,1,4,2,0,0,0,76,10,0
0,0,1,0,1,1,1,0,0,0,72,10,0
0,0,1,1,1,6,2,0,1,0,76,10,0
0,0,1,10,1,0,2,0,0,0,71,4,0
0,0,1,11,1,1,2,0,0,0,64,10,0
0,0,1,2,1,0,1,0,0,0,79,10,0
0,0,0,3,2,6,1,0,1,0,65,10,0
0,0,1,9,1,1,1,0,0,0,51,10,0
0,0,0,0,2,3,1,0,0,0,83,10,0
0,0,0,12,1,9,1,0,0,0,84,6,0
0,0,0,2,1,0,2,0,0,0,76,6,0
0,0,0,11,1,0,2,0,0,0,57,2,1
0,0,0,12,0,7,0,0,0,0,68,10,0
0,0,1,7,1,1,2,0,0,0,71,10,0
0,0,1,10,2,6,2,0,0,0,78,10,0
0,0,0,0,1,5,1,0,0,0,81,10,0
0,0,1,4,1,4,2,0,0,0,84,10,0
0,0,0,10,2,3,2,0,1,0,67,7,0
0,1,0,1,0,1,0,0,0,0,61,10,0
0,1,1,7,2,3,2,0,0,0,46,4,0
0,1,1,0,1,3,1,0,0,0,86,10,0
0,1,0,11,2,5,1,0,0,0,77,10,0
0,1,1,9,1,5,2,0,0,0,54,4,0
0,1,0,0,0,0,0,0,0,0,76,10,0
0,1,1,5,1,2,2,0,1,0,73,10,0
0,1,0,2,1,5,2,0,1,0,81,9,0
0,1,0,7,2,1,1,0,0,0,60,10,2
0,1,1,9,2,6,2,0,0,0,58,6,0
0,1,0,12,2,1,1,0,0,0,71,10,0
0,1,1,12,0,7,2,0,0,0,82,10,0
0,1,0,12,0,1,0,0,0,0,61,10,0
0,1,1,7,0,0,2,0,0,0,67,10,0
0,1,1,9,1,3,1,0,0,0,67,10,2
0,1,1,9,1,5,1,1,0,0,76,10,0
0,1,1,3,1,3,2,0,1,0,87,10,0
0,1,0,7,0,2,1,0,0,0,64,10,0
0,1,1,0,1,3,1,0,0,0,78,10,0
0,1,1,7,1,2,1,0,0,0,58,10,0
0,1,0,0,1,0,1,0,0,0,78,1,0
0,1,0,6,2,9,2,0,0,0,78,5,0
0,1,0,0,2,0,1,0,0,0,84,10,0
0,1,0,1,1,7,1,0,0,0,75,4,1
0,1,0,0,2,6,1,0,1,1,63,3,0
0,1,1,1,1,7,1,0,0,0,66,10,0
0,1,0,4,1,3,2,0,0,0,68,1,0
0,1,1,5,1,9,2,0,1,0,67,1,2
0,1,1,3,1,1,2,0,0,0,74,10,2
0,1,1,0,1,5,2,0,0,1,62,10,0
0,1,1,5,1,6,2,0,0,0,77,10,1
0,1,0,9,0,2,0,0,0,0,76,10,0
0,1,1,3,2,6,1,0,0,1,75,10,0
0,1,0,12,1,4,1,0,0,0,69,10,0
0,1,1,0,0,0,1,0,2,0,85,10,2
0,1,0,7,1,0,2,0,0,0,66,9,0
0,1,0,9,0,6,1,0,0,0,66,10,0
0,1,0,11,0,4,2,0,0,0,70,10,0
0,1,0,7,2,4,1,0,0,0,66,7,0
0,1,1,10,2,6,1,0,0,0,59,10,0
0,1,1,9,2,3,2,0,0,0,43,5,1
0,1,1,4,1,5,2,0,0,0,85,10,0
0,1,0,5,1,7,1,0,0,0,82,10,0
0,1,0,3,2,5,2,0,0,0,70,10,0
0,1,0,0,1,5,1,0,0,0,74,10,0
0,1,1,7,1,6,2,0,2,0,53,3,0
0,1,0,10,2,2,1,0,0,0,81,10,0
0,1,0,0,2,5,2,0,1,0,54,2,2
0,1,1,10,1,2,1,0,0,0,46,5,1
0,1,1,0,0,4,2,0,0,0,72,8,0
0,1,0,0,0,2,2,0,0,0,86,10,0
0,1,0,1,1,9,2,0,0,0,73,10,0
0,1,0,1,1,2,1,0,0,0,73,10,0
0,1,0,10,0,0,1,0,0,0,75,10,0
0,1,0,7,1,2,2,0,0,0,84,3,0
0,1,0,3,1,5,2,0,0,0,81,10,0
0,1,1,9,1,4,1,0,0,0,60,10,0
0,1,0,0,1,2,2,0,0,0,67,10,1
0,1,0,1,1,2,1,0,1,0,72,10,1
0,1,1,11,1,2,2,0,0,0,79,10,0
0,1,0,9,1,7,2,0,0,0,52,1,0
0,1,0,3,1,2,2,0,0,0,85,10,0
0,1,1,8,1,7,1,0,0,0,80,10,0
0,1,1,1,0,2,2,1,0,0,74,3,0
0,1,1,4,1,4,2,0,0,0,75,10,0
0,1,0,7,1,1,2,0,0,0,52,1,0
0,1,1,7,1,0,1,0,0,0,66,5,0
0,1,0,9,1,4,1,0,0,0,65,10,0
0,1,0,11,1,9,2,0,0,0,68,10,0
0,1,0,1,1,0,1,0,0,0,82,10,0
0,1,1,4,1,6,2,0,1,0,75,10,0
0,1,0,9,2,4,2,0,0,0,59,10,0
0,1,0,12,0,3,2,0,0,0,39,2,1
0,1,1,11,1,6,2,0,1,0,44,0,2
0,1,0,10,1,3,1,0,0,0,73,2,0
0,1,1,0,1,7,1,0,1,0,72,7,0
